"Date","Price","Open","High","Low","Vol.","Change %"
"May 26, 2016","0.580","0.600","0.600","0.580","5.70K","-3.33%"
"May 25, 2016","0.600","0.600","0.600","0.600","0.50K","1.69%"
"May 24, 2016","0.590","0.600","0.600","0.550","4.00K","-1.67%"
"May 20, 2016","0.600","0.600","0.600","0.580","60.90K","3.45%"
"May 19, 2016","0.580","0.600","0.600","0.580","3.47K","-3.33%"
"May 18, 2016","0.600","0.600","0.600","0.600","0.50K","0.00%"
"May 17, 2016","0.600","0.600","0.600","0.600","10.50K","-6.25%"
"May 16, 2016","0.640","0.640","0.640","0.640","0.50K","4.92%"
"May 13, 2016","0.610","0.640","0.640","0.610","12.50K","0.00%"
"May 12, 2016","0.610","0.610","0.610","0.610","0.50K","5.17%"
"May 11, 2016","0.580","0.610","0.610","0.580","10.50K","-4.92%"
"May 10, 2016","0.610","0.610","0.610","0.580","17.50K","0.00%"
"May 09, 2016","0.610","0.610","0.610","0.610","0.50K","0.00%"
"May 06, 2016","0.610","0.610","0.610","0.610","0.50K","0.00%"
"May 05, 2016","0.610","0.600","0.610","0.560","14.00K","1.67%"
"May 04, 2016","0.600","0.600","0.600","0.600","0.50K","1.69%"
"May 03, 2016","0.590","0.600","0.600","0.590","22.50K","-1.67%"
"May 02, 2016","0.600","0.600","0.600","0.600","1.00K","3.45%"
"Apr 29, 2016","0.580","0.600","0.600","0.580","14.00K","-3.33%"
"Apr 28, 2016","0.600","0.570","0.600","0.570","13.50K","1.69%"
"Apr 27, 2016","0.590","0.590","0.590","0.590","2.50K","7.27%"
"Apr 26, 2016","0.550","0.540","0.550","0.540","5.50K","7.84%"
"Apr 25, 2016","0.510","0.500","0.510","0.500","14.00K","2.00%"
"Apr 22, 2016","0.500","0.520","0.520","0.500","49.39K","-1.96%"
"Apr 21, 2016","0.510","0.510","0.510","0.510","19.00K","2.00%"
"Apr 20, 2016","0.500","0.530","0.530","0.500","31.83K","-5.66%"
"Apr 19, 2016","0.530","0.530","0.530","0.530","0.50K","0.00%"
"Apr 18, 2016","0.530","0.530","0.530","0.530","0.50K","-3.64%"
"Apr 15, 2016","0.550","0.550","0.550","0.550","10.50K","-6.78%"
"Apr 14, 2016","0.590","0.590","0.590","0.590","3.50K","9.26%"
"Apr 13, 2016","0.540","0.540","0.540","0.500","10.00K","8.00%"
"Apr 12, 2016","0.500","0.540","0.540","0.500","35.00K","0.00%"
"Apr 11, 2016","0.500","0.500","0.500","0.500","9.00K","0.00%"
"Apr 08, 2016","0.500","0.500","0.500","0.500","4.00K","0.00%"
"Apr 07, 2016","0.500","0.500","0.500","0.500","7.45K","0.00%"
"Apr 06, 2016","0.500","0.500","0.500","0.500","0.50K","0.00%"
"Apr 05, 2016","0.500","0.500","0.500","0.500","0.50K","0.00%"
"Apr 04, 2016","0.500","0.500","0.500","0.490","68.80K","0.00%"
"Apr 01, 2016","0.500","0.500","0.500","0.500","12.44K","0.00%"
"Mar 31, 2016","0.500","0.490","0.500","0.460","9.00K","0.00%"
"Mar 30, 2016","0.500","0.500","0.500","0.460","40.00K","0.00%"
"Mar 29, 2016","0.500","0.500","0.500","0.500","17.40K","-7.41%"
"Mar 28, 2016","0.540","0.540","0.540","0.540","0.50K","8.00%"
"Mar 24, 2016","0.500","0.500","0.500","0.450","16.50K","0.00%"
"Mar 23, 2016","0.500","0.540","0.540","0.500","1.50K","0.00%"
"Mar 22, 2016","0.500","0.540","0.540","0.500","65.00K","0.00%"
"Mar 21, 2016","0.500","0.540","0.540","0.500","31.00K","0.00%"
"Mar 18, 2016","0.500","0.500","0.500","0.400","37.50K","0.00%"
"Mar 17, 2016","0.500","0.500","0.500","0.500","0.50K","0.00%"
"Mar 16, 2016","0.500","0.500","0.500","0.500","0.50K","11.11%"
"Mar 15, 2016","0.450","0.490","0.490","0.450","13.01K","-10.00%"
"Mar 14, 2016","0.500","0.500","0.500","0.500","6.00K","19.05%"
"Mar 11, 2016","0.420","0.480","0.480","0.420","5.50K","-12.50%"
"Mar 10, 2016","0.480","0.480","0.480","0.480","0.50K","0.00%"
"Mar 09, 2016","0.480","0.480","0.480","0.480","0.50K","0.00%"
"Mar 08, 2016","0.480","0.480","0.480","0.480","0.50K","14.29%"
"Mar 07, 2016","0.420","0.450","0.450","0.420","13.50K","-6.67%"
"Mar 04, 2016","0.450","0.450","0.450","0.450","10.78K","12.50%"
"Mar 03, 2016","0.400","0.450","0.450","0.400","28.00K","-4.76%"
"Mar 02, 2016","0.420","0.440","0.450","0.420","36.00K","-4.55%"
"Mar 01, 2016","0.440","0.440","0.440","0.440","0.50K","7.32%"
"Feb 29, 2016","0.410","0.440","0.440","0.410","2.50K","0.00%"
"Feb 26, 2016","0.410","0.450","0.450","0.410","8.50K","-8.89%"
"Feb 25, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Feb 24, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Feb 23, 2016","0.450","0.450","0.450","0.450","2.50K","12.50%"
"Feb 22, 2016","0.400","0.450","0.450","0.400","9.50K","0.00%"
"Feb 19, 2016","0.400","0.450","0.450","0.395","18.00K","-11.11%"
"Feb 18, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Feb 17, 2016","0.450","0.450","0.450","0.450","0.50K","4.65%"
"Feb 16, 2016","0.430","0.410","0.430","0.410","26.00K","4.88%"
"Feb 12, 2016","0.410","0.410","0.410","0.410","2.00K","-4.65%"
"Feb 11, 2016","0.430","0.430","0.430","0.430","0.50K","7.50%"
"Feb 10, 2016","0.400","0.450","0.450","0.400","8.00K","-11.11%"
"Feb 09, 2016","0.450","0.480","0.480","0.450","2.50K","0.00%"
"Feb 08, 2016","0.450","0.450","0.450","0.450","12.00K","-8.16%"
"Feb 05, 2016","0.490","0.410","0.490","0.410","26.00K","19.51%"
"Feb 04, 2016","0.410","0.445","0.445","0.400","12.00K","-4.65%"
"Feb 03, 2016","0.430","0.430","0.430","0.430","4.00K","7.50%"
"Feb 02, 2016","0.400","0.400","0.400","0.370","19.00K","-8.05%"
"Feb 01, 2016","0.435","0.370","0.435","0.370","16.00K","8.75%"
"Jan 29, 2016","0.400","0.450","0.450","0.400","10.00K","-6.98%"
"Jan 28, 2016","0.430","0.450","0.450","0.430","11.50K","0.00%"
"Jan 27, 2016","0.430","0.430","0.430","0.430","0.50K","10.26%"
"Jan 26, 2016","0.390","0.410","0.410","0.370","29.00K","5.41%"
"Jan 25, 2016","0.370","0.400","0.400","0.370","11.00K","-7.50%"
"Jan 22, 2016","0.400","0.400","0.400","0.400","0.50K","2.56%"
"Jan 21, 2016","0.390","0.410","0.410","0.390","15.00K","-2.50%"
"Jan 20, 2016","0.400","0.410","0.410","0.400","3.50K","-2.44%"
"Jan 19, 2016","0.410","0.410","0.410","0.380","10.50K","2.50%"
"Jan 18, 2016","0.400","0.400","0.400","0.400","2.00K","-11.11%"
"Jan 15, 2016","0.450","0.450","0.450","0.450","1.50K","0.00%"
"Jan 14, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Jan 13, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Jan 12, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Jan 11, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Jan 08, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Jan 07, 2016","0.450","0.450","0.450","0.450","0.50K","12.50%"
"Jan 06, 2016","0.400","0.400","0.400","0.400","5.00K","-11.11%"
"Jan 05, 2016","0.450","0.450","0.450","0.450","0.50K","0.00%"
"Jan 04, 2016","0.450","0.450","0.450","0.450","20.00K","12.50%"
"Dec 31, 2015","0.400","0.400","0.400","0.400","15.00K","0.00%"
"Dec 30, 2015","0.400","0.380","0.420","0.370","20.00K","0.00%"
"Dec 29, 2015","0.400","0.400","0.400","0.400","2.00K","0.00%"
"Dec 24, 2015","0.400","0.400","0.400","0.390","14.50K","0.00%"
"Dec 23, 2015","0.400","0.400","0.400","0.370","40.50K","6.67%"
"Dec 22, 2015","0.375","0.375","0.375","0.375","5.00K","1.35%"
"Dec 21, 2015","0.370","0.370","0.380","0.370","16.00K","0.00%"
"Dec 18, 2015","0.370","0.370","0.370","0.320","18.50K","2.78%"
"Dec 17, 2015","0.360","0.350","0.360","0.330","22.00K","2.86%"
"Dec 16, 2015","0.350","0.350","0.350","0.340","25.00K","6.06%"
"Dec 15, 2015","0.330","0.350","0.350","0.320","29.00K","0.00%"
"Dec 14, 2015","0.330","0.320","0.330","0.300","20.00K","6.45%"
"Dec 11, 2015","0.310","0.310","0.310","0.310","10.00K","0.00%"
"Dec 10, 2015","0.310","0.350","0.350","0.310","10.50K","-4.62%"
"Dec 09, 2015","0.325","0.350","0.350","0.325","11.50K","0.00%"
"Dec 08, 2015","0.325","0.345","0.345","0.325","8.50K","0.00%"
"Dec 07, 2015","0.325","0.350","0.350","0.325","8.00K","-7.14%"
"Dec 04, 2015","0.350","0.370","0.370","0.330","14.50K","9.38%"
"Dec 03, 2015","0.320","0.320","0.320","0.320","9.50K","6.67%"
"Dec 02, 2015","0.300","0.300","0.300","0.300","5.00K","-6.25%"
"Nov 30, 2015","0.320","0.320","0.320","0.320","6.00K","6.67%"
"Nov 27, 2015","0.300","0.310","0.310","0.300","8.00K","-9.09%"
"Nov 25, 2015","0.330","0.330","0.330","0.330","23.00K","1.54%"
"Nov 24, 2015","0.325","0.330","0.330","0.325","10.00K","-1.52%"
"Nov 20, 2015","0.330","0.330","0.330","0.330","11.00K","10.00%"
"Nov 19, 2015","0.300","0.300","0.300","0.300","7.00K","-6.25%"
"Nov 18, 2015","0.320","0.300","0.320","0.300","10.00K","-8.57%"
"Nov 13, 2015","0.350","0.300","0.350","0.300","30.00K","2.94%"
"Nov 11, 2015","0.340","0.310","0.350","0.310","25.00K","9.68%"
"Nov 10, 2015","0.310","0.310","0.310","0.310","20.00K","-10.14%"
"Nov 06, 2015","0.345","0.345","0.345","0.345","10.00K","4.55%"
"Nov 04, 2015","0.330","0.350","0.350","0.330","18.00K","-10.81%"
"Nov 03, 2015","0.370","0.370","0.370","0.370","10.00K","5.71%"
"Nov 02, 2015","0.350","0.355","0.355","0.350","8.50K","-6.67%"
"Oct 30, 2015","0.375","0.355","0.375","0.355","11.50K","4.17%"
"Oct 29, 2015","0.360","0.360","0.360","0.360","3.00K","-10.00%"
"Oct 28, 2015","0.400","0.395","0.400","0.395","8.00K","0.00%"
"Oct 26, 2015","0.400","0.400","0.400","0.360","31.50K","5.26%"
"Oct 23, 2015","0.380","0.400","0.400","0.380","90.00K","-5.00%"
"Oct 21, 2015","0.400","0.350","0.400","0.350","41.00K","21.21%"
"Oct 19, 2015","0.330","0.330","0.330","0.330","10.00K","-5.71%"
"Oct 15, 2015","0.350","0.350","0.350","0.350","15.00K","16.67%"
"Oct 14, 2015","0.300","0.330","0.330","0.300","110.00K","-6.25%"
"Oct 08, 2015","0.320","0.320","0.320","0.320","5.00K","0.00%"
"Oct 06, 2015","0.320","0.320","0.320","0.320","80.00K","0.00%"
"Oct 05, 2015","0.320","0.315","0.320","0.280","8.00K","1.59%"
"Oct 02, 2015","0.315","0.315","0.315","0.315","109.00K","0.00%"
"Oct 01, 2015","0.315","0.315","0.315","0.315","3.00K","5.00%"
"Sep 30, 2015","0.300","0.280","0.300","0.280","110.00K","0.00%"
"Sep 28, 2015","0.300","0.275","0.300","0.275","52.50K","0.00%"
"Sep 25, 2015","0.300","0.300","0.300","0.300","4.50K","0.00%"
"Sep 24, 2015","0.300","0.300","0.300","0.300","3.00K","5.26%"
"Sep 16, 2015","0.285","0.285","0.285","0.285","25.00K","-9.52%"
"Sep 09, 2015","0.315","0.315","0.315","0.315","3.00K","5.00%"
"Sep 02, 2015","0.300","0.300","0.300","0.300","5.00K","-21.05%"
